titulo,url_materia,data_coleta
"Análise: O limbo dos data centers, com incentivo aprovado, mas licenciamento em disputa",https://exame.com/esg/analise-o-limbo-dos-data-centers-com-incentivo-aprovado-mas-licenciamento-em-disputa/,2026-09-16 00:57:54
O Brasil na corrida global pela aviação de baixo carbono,https://exame.com/esg/o-brasil-na-corrida-global-pela-aviacao-de-baixo-carbono/,2026-09-16 00:57:54
Longevidade como ativo: Nestlé transforma bem-estar em impacto social,https://exame.com/esg/longevidade-como-ativo-nestle-transforma-bem-estar-em-impacto-social/,2026-09-16 00:57:54
El Niño aumenta pressão sobre água no Cerrado e coloca financiamento climático no centro,https://exame.com/esg/el-nino-aumenta-pressao-sobre-agua-no-cerrado-e-coloca-financiamento-climatico-no-centro/,2026-09-16 00:57:54
Animale amplia moda circular para todas as lojas após arrecadar 750 mil peças,https://exame.com/esg/animale-amplia-moda-circular-para-todas-as-lojas-apos-arrecadar-750-mil-pecas/,2026-09-16 00:57:54
Ambev cria instituto para ampliar rede de empresas em torno da inclusão produtiva,https://exame.com/esg/ambev-cria-instituto-para-ampliar-rede-de-empresas-em-torno-da-inclusao-produtiva/,2026-09-16 00:57:54
Super El Niño em 2026 coloca à prova a preparação do Brasil para eventos extremos,https://exame.com/esg/super-el-nino-em-2026-coloca-a-prova-a-preparacao-do-brasil-para-eventos-extremos/,2026-09-16 00:57:54
Eucatex incorpora risco climático à estratégia e investe R$ 410 milhões,https://exame.com/esg/eucatex-incorpora-risco-climatico-a-estrategia-e-investe-r-410-milhoes-em-expansao-florestal/,2026-09-16 00:57:54
Mondelēz amplia cabotagem e aposta em biometano para reduzir emissões no Brasil,https://exame.com/esg/mondelez-amplia-cabotagem-e-aposta-em-biometano-para-reduzir-emissoes-no-brasil/,2026-09-16 00:57:54
"Antes de colapsar, geleira do Nepal registrou o calor mais alto em 55 anos",https://exame.com/esg/antes-de-colapsar-geleira-do-nepal-registrou-o-calor-mais-alto-em-55-anos/,2026-09-16 00:57:54
Como evitar que o setor elétrico corra o risco de colapsar em dias de muito sol?,https://exame.com/esg/como-evitar-que-o-setor-eletrico-corra-o-risco-de-colapsar-em-dias-de-muito-sol/,2026-09-16 00:57:54
Seis estratégias para o Brasil manter a queda do desmatamento: 'Não podemos retroceder',https://exame.com/esg/seis-estrategias-para-o-brasil-manter-a-queda-do-desmatamento-nao-podemos-retroceder/,2026-09-16 00:57:54
"Biometano pode reduzir em até 75% emissões do transporte pesado, aponta estudo",https://exame.com/esg/biometano-pode-reduzir-em-ate-75-emissoes-do-transporte-pesado-aponta-estudo/,2026-09-16 00:57:54
"IA pode agregar US$ 600 bilhões por ano à economia do clima até 2028, revela BCG",https://exame.com/esg/ia-pode-agregar-us-600-bilhoes-por-ano-a-economia-do-clima-ate-2028-revela-bcg/,2026-09-16 00:57:54
Brastemp e Consul dão desconto para acelerar logística reversa de eletrodomésticos,https://exame.com/esg/brastemp-e-consul-dao-desconto-para-acelerar-logistica-reversa-de-eletrodomesticos/,2026-09-16 00:57:54
"Manaus, coração da maior reserva de água do mundo, corre risco de secar até 2040",https://exame.com/esg/manaus-coracao-da-maior-reserva-de-agua-do-mundo-pode-enfrentar-escassez-ate-2040/,2026-09-16 00:57:54
Calculadora de Rescisão Trabalhista,https://exame.com/invest/calculadoras/calculadora-rescisao/,2026-09-16 00:57:54
Calculadora de Juros Compostos,https://exame.com/invest/calculadoras/calculadora-juros-compostos/,2026-09-16 00:57:54
Simulador de Financiamento de Veículo,https://exame.com/invest/calculadoras/financiamento-veiculo/,2026-09-16 00:57:54
Veja como deixar sua marca na Exame,https://lps.exame.com/exame-brand-solutions?utm_source=organic&utm_medium=institucional&utm_campaign=projetos-especiais_publi_lead_n/a&utm_content=texto_footer-site-exame&utm_term=n/a_n/a,2026-09-16 00:57:54
Formulário de Solicitação de Licenciamento de Material,https://forms.clickup.com/43221529/f/1970gt-93171/REZ42SUWDV9JXF2U96,2026-09-16 00:57:54
